"CLOSEDDATE","DESCRIPTION","CLOSED","CASE_REASON","STATUS","SUBJECT","COMPANY_NR","LCM_COMPLAINT_NUMBER","LCM_CUSTOMER_NUMBER","CREATED_IN_LCM","OWNER_LCM"
"17.04.2015","Madame Giunta Lydia hat sich gemeldet um uns mitzuteilen das sich ein Herr Namens „Dezim“ bei Ihr gemeldet hat betreffend offene Rechnungen, die sie sofort begleichen soll. Auf Ihrer Frage wieso er unbekannt anrufe habe er geantwortet bei Local sei das üblich. Sie wird sich bei den Behörden melden und den Fall schildern und sie steht für allfällige Fragen, von uns, zur Verfügung.

Sie hat keine Aktive Verträge mehr und die letzte Rechnung ist vom Februar 2015 (Einträge) uns ist beglichen.
",1,"Bill","Closed","Betrug",24972610,"1002768",3325447318,"17.04.2015","Alessandra Pasqua"
"","Gem Email von RL Monica:

hat Sie mit der Kundin einen neuen Vertrag 3576724 abgeschlossen dieser hätte erst aufgeschlatet werden müssen wenn der alte 3401011 abläuft, im Juli 2015

Jetzt hat die Kundin 2 aktive Verträge und eine RG erhalten für den neuen Vertrag, damit ist sie nicht einverstanden. Siehe Anhang Email RG Monica 

ich habe die RG mit A gesperrt im SAP bitte richtig stellen",1,"Contract","Closed","Vertrag",24984159,"1002577",3814722221,"10.04.2015","Mona Trindler"
"","Doppelt mit Gevo-Nr. 1344809 ",1,"Contract","Closed","Doppelt mit Gevo-Nr. 1344809 ",24984159,"1003610",3814722221,"18.05.2015","Gabriela Manser"
"11.05.2015","Gem Tel mit Frau Thörig habe Laura Einträge aufgenommen, Sie hat das nie einen Accoringletter erhalten, Sie hat dann eine Email gesendet wo Sie geschrieben hat das Sie alle kostenpflcihtigen EI will diese Email ist im
 Dossier 1003226834 hinterlegt die Einträge wurden auch gelöscht auf den 14.04.2015 jedoch hat die Kundin jetzt eine RG erhalten von 427.60 ist damit nicht einverstanden
",1,"Bill","Closed","Rechnung",24992863,"1003392",3970828347,"11.05.2015","Admirela Sulkovic"
"","29.05.2015, julie Frei : selon mail D'alphapay du 20.04.2015 car client conteste la facture car devait recevoir une nouvelle fatcure de cHF 3750.00
Il nous demande de vérifier si facture bien due
ESk 0",1,"Bill","Closed","Client conteste facture",24993063,"1003978",1814644679,"29.05.2015","Julie Frei"
"24.04.2015","gem tel. mit Frau Seiler hat Sie mir erklärt das ihr versorpchen wurde das ihr nur eine Rechnung von 390.00 ihr zugestellt worden wird, wenn Sie diese Änderungen machen würde.
Trotzdem erhielt die Kundin  jetzt eine Rechnung von 590.95. Sie ist mit dieser Rechnung nicht einverstanden da ihr etwas anderes verspochen wurde.
und bittet um eine korrektur der Rechung",1,"Bill","Closed","zu viel verrechnet",25015397,"1002968",3890946144,"24.04.2015","Dominic Blum"
"10.03.2015","10.03.2015 mail SD Finances pour analyse du dossier car le client conteste la facture de CHF 162.10 chez Alphapay.

Annahme: ---
Stufe 0
",1,"Bill","Closed","Dossier chez Alphapay ",25018998,"1001949",3658555409,"10.03.2015","Chantal Bourdon"
"19.03.2015","Suite email de Monsieur Friedly: Client conteste la facture 200000555528 à CHF 162.10.",1,"Bill","Closed","Client conteste la facture",25018998,"1002181",3658555409,"19.03.2015","Ipek Kaya"
"01.06.2015","20.05.15 - Accettazione - GeVo1384356
Ricevo e-mail da KUBE Michele Alippi:
""per errore ho fatto 2 contratti con lo stesso prodotto al cliente 6161577
Il contratto giusto é il numero 3563766 (1 anno), mentre quello da stornare é 3566740 (3 anni)
E' stato un mio errore.""",1,"Contract","Closed","Consulente ha fatto contratto di 3 anni, invece di 1 anno",25028716,"1003985",4075411498,"01.06.2015","Giancosimo Jadanza"
"17.07.2015","16.07.15/Annahme ESK 1:

Gem abgelehnter Fall (siehe Dokumente) vom CPM ZH eröffne ich eine Beschwerde.Ich habe mit Frau Leimpek am 4.6.2015 Telefoniert und 
habe Ihr über 40min den VT Ablauf erklärt. Sie dachte sie hat schon gekündigt was nicht der Fall ist. Ich habe ihr dann am 4.6.2015 einen 
NK und Ablaufbestätigung gesendet wie ich in der Kommunikation beschrieben habe und wie auch der korrekte Prozess ist.
Jedoch habe ich heute 16.6.2015 vom TL Raffaella den Fall zurück bekommen durch Outlook verschickt vom CPM ZH bekommen.
Es ist eine E-mail von Frau Leimpek in dem sie immer noch nicht versteht das der Link VT bis 2017 läuft.
Da ich schon 40min am Tel war mit Ihr am 4.6.2015 und einen NK gesendet habe und Sie die VT alle am 2016 
(wie sie in der E-mail schreibt) unbedingt auflösen will, weiss ich nicht was ich ihr noch weiter erzählen soll.
Sie schreibt in ihrer E-mail das Sie weder mir noch dem NK traut.
Könntet ihr Bitte den Fall übernehmen.
",1,"Contract","Closed","KD will Verbindlichkeit nicht akzeptieren / VT-Nr. 3385804 ",25049446,"1004507",4095422314,"16.06.2015","Gabriela Manser"
"30.07.2015","
04.06.2015 Prio Fall erhalten
Auf 055 420 14 14 angerufen. Herr Castelberg meldet mich dass ich Frau Castelberg
auf 055 420 14 55 oder auf 079 649 49 49
Frau Castelberg leider nicht erreicht. Auf Combox (055 420 14 55) geredt dass ich Sie wieder am Montag kontaktiert werde

Stufe 1",1,"Publication","Closed","Einträge nie richtig angepasst ",25063909,"1004148",4095439034,"04.06.2015","Claudine Lovis"
"","gem Brief von Joanna Murawski wollte sie nur einen Vertag für 1 Jahr. Hat jedoch einen Vertag für 3 Jahre erhalten. Es handelt sich um ein Highlight  und Link Vertrag vo 4.5.2015.",1,"Contract","Closed","Kunde ist nicht einverstanden mit Vertrag",25068042,"1004389",4011182584,"12.06.2015","Mona Trindler"
"","Doppelt mit Gevo-Nr. 1395207",1,"Contract","Closed","Doppelt mit Gevo-Nr. 1395207",25068042,"1004553",4011182584,"17.06.2015","Gabriela Manser"
"21.05.2015","Gem tel mit Herr Fricker, hat er die einträge innert 14 tagen gelöscht.
Im vorherigen GV habe ich das Mail von Ihm gesehen, in dem er auf die kostenpflichtigen einträge verzichtet.
Diese wurden auch felöscht aber trotzdem verrechnet.
",1,"Bill","Closed","Rechnungskorrektur Swisscom",25074283,"1003725",4017860288,"21.05.2015","Sina Geissbühler"
"08.06.2015","Gem Anbieter Result Adresse mutiert. und bestätigt. Rechtzeitig gemeldet. Herr Gafner hat sich entschuldigt, dass er spät ist, Gebühren übermittelt, Falschangabe Swisscom. Gemäss Absprache mit Teamleader Daniel Bichsel Gutschrift für CHF 60 machen",1,"Bill","Closed","Rechnungsstorno ",25075267,"1004205",4081961810,"08.06.2015","Laura Galatioto"
"","Die kundin hat eieen link vertrag für 3 Jahre. Wollte aber nur einen für 1 Jahr.",1,"Contract","Closed","Vertrag Werbeprodukte",25081491,"1004152",4102264888,"05.06.2015","Nadine Wölfli"
"","gem: tel mit Frau Burren, war Ihr Eintrag ziemlich lange falsch bei uns eingetragen, somit hat Sie bei uns angerufen um die Änderungen vorzunehmen. Mirka Stucki hat mit Ihr die Änderungen vorgenommen, aber Ihr scheinbar nicht erklärt, dass die Mutation 30.00 kostet. Kundin ist nicht bereit die RG zu begleichen und wünscht eine neue RG oder sie löscht den Eintrag.",1,"Publication","Closed","Mutation",25090944,"1002265",3728674988,"24.03.2015","Paloma Escurriola"
"04.06.2015","Gem Tel Herr Näf sind alle seine EI gelöscht worden, jedoch wollten sie die EI nie löschen.Gem Results hat es eine anpassung gegeben
und die Telnr.  wurde auf ID 1006993178 gewechselt. 
Dort sind aber die EI die er vorher hatte (unter inconet technology gmbh) nicht mehr ersichtlich. Konnte nicht nachvollziehen was mit den EI passiert ist.

Herr Näf ist erreichbar unter Teln°: 079 797 50 85

Stufe 1 
",1,"Publication","Closed","Einträge gelöscht",25097330,"1002725",3846901127,"16.04.2015","Claudine Lovis"
"06.03.2015","reçu demande SD Finances pour analyse du dossier.

Annahme: ---",1,"Bill","Closed","Dossier chez Alphapay",25104002,"1001180",3512508570,"12.02.2015","Chantal Bourdon"
"06.03.2015","Reçu demande d'anaylse de la part de SD finances.

Annhame: ---",1,"Bill","Closed","Dossier chez Alphapay",25104002,"1001181",3512508999,"12.02.2015","Chantal Bourdon"
"12.06.2015","Gem Tel mit Frau Assenza, hat Publogebühren über CHF 16.90 für eine Folgezeile auf der Swisscom. ",1,"Bill","Closed","Rechnungskorrektur Swisscom",25110091,"1004400",4140678279,"12.06.2015","Simona Sammali"
"11.06.2015","Gem Email von Frau Lorch hat sie am 18.02.15 ein Ze erstellt für BUS.
sie wollte aber nichts zahlen und so machte sie innert den 14 tagen eine email an sales.bern für diesen wieder zu löschen.
jetzt erhielt sie eine rg",1,"Service","Closed","Kd wünscht keine Einträge",25115285,"1004330",4134373930,"11.06.2015","Martina Neuhaus"
"12.06.2015","Kunde hat sich wiederholt bei Sales Bern (Rodney Möckli) gemeldet (siehe ""Dokumente"") um die Zusatzeinträge löschen zu lassen. Unternommen wurde (meiner Meinung nach) nichts. Kunde wäre bereit gewesen in Zukunft Zusatzeinträge zu kaufen, ist nun jedoch nicht mehr so motiviert dazu.",1,"Service","Closed","Trotz wiederholten Emails des Kunden wurden Einträge nicht gelöscht.",25123875,"1004355",4134388717,"11.06.2015","Hannes Meister"
"01.06.2015","AU L. Schärer:

gem call herr zano hatte fax geschick ei gehört nicht zu Ihnen samancor AG kundin hatte mir aber die Nummer so angeben daher ei so erstellt kunde fax erst nach ablauf von 14 tagen erhalten
Bitte Rechnung stornieren und ei löschen",1,"Bill","Closed","Kunde mit RG nicht eiverstanden",25124281,"1004025",4056038990,"01.06.2015","Giovanna Rakoczi"
"13.02.2015","Sept. 13/Annahme ESK 1:
Seit Verrechnung des einjährigen Banners aus Vertrags-Nr. 3368892 reklamiert Herr Kneller und ist nicht bereit, diesen zu bezahlen. Grund: Banner sei ihm exklusiv verkauft worden.
",1,"Product","Closed","Banner exklusiv verkauft ",25149294,"1000913",3265146528,"04.02.2015","Gabriela Manser"
"18.05.2015","Post retour erhalten. habe gesehen dass N. Dissex ZE gelöscht hatte und an TL Volpe den AU gegeben hatte Taxen zu löschen , Gebühren wurden aber übermittelt. ",1,"Bill","Closed","Gebühren wurden nicht gelöscht",25162665,"1003626",3996125207,"18.05.2015","Giovanna Rakoczi"
"","
Kopie Complaint:

Herr Adamek, reklamiert Hauptsächlich aufgrund der neuen Auf- & pro rata Gebühren, welche ihm verrechnet worden sind (RG 200000837544): Dem Kunden wurden die Einträge im November 2014 aufgrund Nicht Zahlung gelöscht. Am 25.11.2014 hatte ich ihm alles erklärt (wieso die Einträge gelöscht sind und diese erst wieder aufgenommen werden, wenn er die offenen Rechnungen bezahlt hat). Daher hatte er alle Rechnungen, welche offen waren (200000776140 + 200000750613 + 200000665609) bezahlt, und sich danach erneut gemeldet um die Einträge wieder aufzunehmen. Was ich am 1.12.2014 auch gemacht & bestätigt habe. Nun erhält er die Rechnung 200000837544 über CHF 283.45 und ist nicht bereit diese Rechnung zu bezahlen. 
Er lässt es sogar drauf ankommen, bis er betrieben werde. Denn im Grunde genommen geht es ihm nur um das Wort ""einmalig"". Er ist der Meinung, dass er im 2014 diese einmalige Gebühr bereits bezahlt hat (wenn auch erst nach x-Mahnungen) und ist daher nicht bereit diese Rechnung erneut zu bezahlen. Er habe bei sich im Obergericht nachgeforscht und es gäbe x solche Präzedenzfälle und wir hätten vor Gericht keine Chance. // i.kaya [2015/01/12-TGDKAIP1 ] Die Rechnung ist parkiert bis 31.3.2015 // i.kaya [2015/01/12-TGDKAIP1 ]",1,"Bill","Closed","Rechnung",25171797,"1000862",3451594621,"02.02.2015","Adrian Utz"
"04.06.2015","
27.05.2015 Gemäss Sekretärin ist Herr Rostetter die ganze Woche in den Ferien
Werde ich nächste Woche wieder kontaktieren. 
Stufe 2

Herr Rostetter meldet sich betreffend den Swisscom Rechnung CHF 150.-- Aufnahme 30.-- Mutationen und 90.15 Pro Rata

vom Tel Nr. 071 228 22 22 und 071 228 22 11 CHF 270 Aufnahme und 164.50 Pro Rata.

Kunde ist mit diesem Gebühren nicht einverstanden, habe ihm alles erklärt, für was alles gut ist. Auch erklärt ich konnte die kostenpflichtigen Einträge
 löschen, will er nicht. 

Er behauptet er sei so ein gute Kunde von Swisscom.

Bitte mit Herr Rostetter abklären. 

Merci ",1,"Bill","Closed","Mit Swisscom Rechnung nicht einverstanden",25186446,"1002359",3739072584,"27.03.2015","Claudine Lovis"
"11.03.2015","10/03/2015 - MonaT. - ESK 1
NACHTRAG FÜR ERFASSER MARTINA NEUHAUS

Gem Brief von Herr Mehmet erklärt er das sie nicht mehr in der Lage sind alle Zahlungen zu tätigen.
Ratenzahlung konnten sie nicht einhalten.
Sie wollen eine Lösung finden wie sie aus dem vertrag raus kommen. Sie wollen von uns konkrete Vorschläge gemäss Brief",1,"Bill","Closed","KD ist im Inkasso",25213029,"1001006",3476385538,"06.02.2015","Martina Neuhaus"
"02.03.2015","22.01.2015  / Julie pouria : Mail CC : cliente a appelé et refuse de payer la facture 178521 car lors de la vente on lui aurait promis que ses produits lui permettait d'être trouvable sous la localité Lausanne.
Hors ce n'est pas le cas.",1,"Service","Closed","cliente mécontente de la vente, aurait été mal informée",25217627,"1000534",3265150288,"22.01.2015","Julie Frei"
"","Kunde hat angerufen und reklamiert dass ihm wieder eine RG zugestellt worden ist nach Complaint. Hat keine EI mehr. ",1,"Bill","Closed","Rechnung",25228471,"1000513",3376979496,"21.01.2015","Jasmin Eltrich"
"","Kunde Herr Jukovic hat Heute angerufen das er die Einträge nicht will. Pablo Garcia hat diese im Januar erstellt und per Brief und per Email bestätigt. Herr Jukovic hatte gemäss Telefon keine Zeit die Bestätigung durchzulesen. 
Nun hat er die Rechnung (Swisscom) erhalten. Bitte Mahnstopp erfassen. 


Nach Absprache mit dem Kunde bitte die Aufnahmen CHF 480.- auf die nächste Swisscomrechung Gutschreiben. Pro Rata haben wir schon beim erstellen der Einträge nicht verrechnet. 
Der Fall mit Isabell besprochen. ",1,"Product","Closed","WIll die Einträge löschen ",25233312,"1002516",3801939561,"08.04.2015","Christian Romano"
"","hallo zusammen

Herr Agovic hatte sich im November 2014 telefonisch gemeldet um die Einträge zu erweitern. der Kunde meldete sich dann wieder mit dem Interesse am Link. ich habe dem Kunde über Gebühren informiert, 
über die neu Aufnahmen und über den Link.
der Kunde bestätigte die Linkofferte und ich habe es der entsprechende Abteilung weitergeletiet. der Kunde beklagte sich noch, warum die Vertragsbestätigung 2 Monate später kam, ansonsten hätte er sich rechtzeitig 
gemeldet.

der Kunde möchte diesen Vertrag nicht mehr, aber trotzdem mit dem Kundenberater Kevin Raunjak einen Termin vereinbaren, da der Kube beim Kunde schon war. 

Merci Simona ",1,"Contract","Closed","Linkvertrag stornieren",25238348,"1001440",3557242949,"19.02.2015","Adrian Utz"
"29.05.2015","08.05.2015 / Annahme ESK2 / Reto Z.
Eingeschriebenen Brief von Krista Ellensohn (Geschäftsführerin) erhalten.
Sie verlang die Vertrags- und Rechnungsannullierung da Herr Suppam nicht unterschriftsberechtigt war
",1,"Contract","Closed","Vertrag nicht rechtsgültig unterschrieben",25251772,"1003361",3658550236,"08.05.2015","Reto Zimmermann"
"21.07.2015","27.02.2015 Reçu tél de Allan Briet qui me demande de regarder ce dossier, car a fait demande mais rien ne bouge.
Cela concerne les inscriptions facturées en bloc au même numéro ainsi que pour celles de St-Imier et les contrats publicitaires. 

Stufe 0",1,"Bill","Closed","Inscriptions et factures",25257870,"1001740",3383320396,"03.03.2015","Chantal Bourdon"
"14.07.2015","11.05.2015 / Annahme ESK1 / Reto Z.

Falleröffnung Customer Care:
gem. tel mit Herr Jovanovski habe er mehrere male versucht Jacqueline Brunner zu erreichen, da er mit ihr nur eine Vertragsdauer von einem Jahr vereinbart hatte. Auf dem Vertrag steht nun einen 3Jahres Vertrag. Nun hat er die Rechnung-Mahnung-Zahlungsbefehl
so wie ein neues GutzumDruck erhalten. Er habe sich per Fax so wie auch telefonisch bei uns gemeldet, da er nicht bereit ist, die Rechnung zu begleichen, da die lauf Zeit des Vertrages so nicht stimmt. Fühlt sich von Frau Brunner über den Tisch gezogen.
Er ist auf dem Mobile erreichbar, 076 422 08 38.",1,"Contract","Closed","Vertragsdauer",25259787,"1003258",3265149063,"05.05.2015","Reto Zimmermann"
"13.05.2015","Kundin ist nicht einverstanden mit MUT Gebühren von CHF 30.00 . habe ihr Gebühren erklärt. man hatte ihr MUT verrechnet weil bei der Strasse das A entfernt wurde obwolh das A nie hätte drin sein sollen wurde einfach so übernommen.",1,"Bill","Closed","Kundin mit MUT Gebühren nicht einverstanden",25281836,"1003521",3983530222,"13.05.2015","Giovanna Rakoczi"
"","Gem Tel mit Herr Ademi reklamiert er unser Rechnungssystem. Er will eine grosse Rg von allen Produkten. er hat EP rg offen und Wp.
Er kann dies nicht verstehen warum den ihm wurde gesagt das er eine RG bekommt (wahrscheinlich vom ADM)

Er will nun keine Rg zahlen bis alles geklärt ist.",1,"Service","Closed","client souhiate facturation globale EP et WP",25290699,"1003378",3265147737,"08.05.2015","Julie Frei"
